familymebers,location,infection,impact,familyreunion,familyrelationship,post,search,optimism,mediatime1,mediatime2,mediatime3,mediatime4,mediatime5,mediatimetotal,mediacontent1,mediacontent2,mediacontent3,mediacontent4,mediacontent5,mediacontent6,panas1,panas2,panas3,panas4,panas5,panas6,panas7,panas8,panas9,panas10,panas11,panas12,panas13,panas14,panas15,panas16,panas17,panas18,panas19,panas20,deathanxiety1,deathanxiety2,deathanxiety3,deathanxiety4,meaninginlife1,meaninginlife2,meaninginlife3,meaninginlife4,empathy1,empathy2,sympathy1,sympathy2,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,PA,NA,DA,ML,DEP,ANX,STR,NEW,TRA,EMP,SYM
5,Hubei,0,2,1,4,1,4,4,4,2,1,2,1,10,4,4,4,4,5,5,4,2,4,2,3,2,2,2,5,5,2,4,1,4,2,4,2,2,4,2,4,4,5,4,6,6,7,7,5,5,5,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,39.00,19.00,21.00,31.00,12.00,13.00,13.00,1.50,4.00,10.00,9.00
5,Jiangxi,0,3,1,5,0,2,3,1,1,1,1,1,5,4,4,3,3,3,3,3,1,4,2,3,1,1,1,3,2,1,3,1,3,2,3,3,1,3,1,3,3,2,3,5,6,5,6,2,2,5,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,30.00,12.00,14.00,28.00,7.00,7.00,11.00,1.00,1.00,4.00,9.00
3,Guangdong,0,4,0,5,0,2,2,1,1,0,0,0,2,3,4,3,2,3,3,3,2,2,2,3,1,1,1,3,3,3,3,1,2,1,3,3,1,3,2,3,2,5,4,3,5,6,4,3,4,4,3,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,28.00,15.00,17.00,23.00,10.00,8.00,9.00,0.25,1.00,7.00,7.00
4,Shanxi,0,3,1,4,1,2,3,0,1,1,2,2,6,4,4,4,4,3,4,3,3,2,4,2,2,4,3,2,2,4,4,2,2,4,2,3,3,2,3,3,4,3,4,5,6,6,6,3,4,4,5,3,3,2,2,2,2,1,2,3,2,2,3,2,3,2,2,2,2,3,3,2,24.00,32.00,18.00,29.00,14.00,17.00,17.00,1.50,0.00,7.00,9.00
4,Jilin,0,3,1,5,1,2,2,1,1,1,1,8,12,4,4,3,4,2,3,2,4,3,3,3,2,4,1,2,1,2,4,1,2,4,3,2,3,3,4,3,4,3,3,2,5,4,6,4,4,3,4,2,1,2,1,3,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,25.00,28.00,18.00,22.00,14.00,8.00,11.00,2.75,1.00,8.00,7.00
3,Shandong,0,3,1,4,1,3,2,5,12,11,12,12,52,5,3,3,3,4,3,3,2,3,3,3,2,3,1,4,3,1,3,2,3,3,3,4,3,3,2,3,3,2,2,2,5,6,6,3,4,4,3,1,2,2,2,2,1,1,3,3,2,2,3,2,2,2,2,1,1,2,1,1,32.00,22.00,13.00,25.00,12.00,13.00,13.00,11.75,5.00,7.00,7.00
3,Hebei,0,4,1,5,1,2,2,12,12,5,8,12,49,4,4,4,5,4,4,5,4,2,4,2,3,4,2,2,1,4,4,4,4,4,4,3,4,3,4,4,4,3,4,6,5,6,7,4,4,5,5,3,1,2,2,3,3,1,3,4,2,2,4,2,2,2,2,2,2,2,2,1,30.00,37.00,20.00,31.00,14.00,14.00,19.00,9.25,12.00,8.00,10.00
7,Chongqing,0,5,1,5,0,4,2,3,2,1,4,4,14,5,5,5,4,4,4,4,4,2,4,2,1,2,1,3,2,2,3,1,1,4,1,1,4,1,3,2,2,4,2,7,6,5,6,4,4,5,4,2,2,2,2,2,2,1,3,3,2,2,3,3,2,2,2,1,1,1,2,1,20.00,26.00,13.00,31.00,13.00,13.00,15.00,2.75,3.00,8.00,9.00
3,Beijing,0,5,0,5,0,4,2,8,12,5,10,7,42,5,4,3,3,4,4,2,4,2,4,2,3,4,1,2,1,2,5,1,2,4,3,2,4,2,4,3,4,4,4,5,6,5,6,4,4,5,4,3,4,2,2,3,2,1,3,2,2,3,2,2,3,2,2,1,2,2,2,1,23.00,31.00,19.00,28.00,13.00,15.00,18.00,8.50,8.00,8.00,9.00
1,Guangdong,0,5,0,5,0,1,1,1,1,1,1,0,4,3,4,3,4,4,5,3,2,3,1,3,1,1,1,3,3,2,4,2,3,2,3,3,1,2,1,2,2,3,2,5,5,6,2,3,4,4,4,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,30.00,14.00,12.00,23.00,10.00,9.00,9.00,0.75,1.00,7.00,8.00
5,99,0,3,0,4,0,2,1,1,1,0,1,0,3,3,4,3,4,4,3,5,2,5,1,4,2,2,1,4,3,1,2,2,4,2,2,2,2,4,2,2,2,2,2,6,6,6,6,3,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,35.00,17.00,12.00,30.00,8.00,10.00,9.00,0.50,1.00,6.00,8.00
3,Tianjin,0,3,1,4,1,4,4,1,1,1,2,3,8,5,5,5,5,4,4,4,2,2,2,2,1,1,1,2,2,2,2,3,2,3,2,4,2,2,2,4,4,4,4,5,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,24.00,19.00,20.00,26.00,8.00,9.00,8.00,1.75,1.00,8.00,9.00
5,Guangdong,0,3,1,4,1,3,4,0,1,1,1,1,4,3,4,3,4,4,4,3,2,3,1,2,1,1,1,2,1,1,1,2,1,3,2,3,2,2,2,2,4,5,4,2,5,5,5,4,4,4,4,2,2,2,2,3,1,1,2,3,2,2,2,3,3,2,2,1,2,2,2,3,20.00,16.00,19.00,22.00,16.00,14.00,14.00,1.00,0.00,8.00,8.00
8,Guangdong,0,3,1,4,0,2,2,2,1,1,1,1,6,3,4,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2,4,4,3,3,5,5,5,5,4,4,4,4,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,28.00,23.00,18.00,25.00,10.00,11.00,12.00,1.00,2.00,8.00,8.00
6,Guangdong,0,4,1,3,1,3,3,2,2,1,1,1,7,3,3,3,4,3,3,3,2,3,2,3,2,1,2,4,3,2,2,2,3,2,3,3,1,3,2,2,2,3,2,5,6,5,5,3,4,4,4,3,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,30.00,18.00,12.00,26.00,11.00,11.00,15.00,1.25,2.00,7.00,8.00
6,Gansu,0,4,1,5,1,3,3,1,1,1,1,1,5,4,4,4,4,4,4,3,3,2,4,2,3,4,3,3,2,3,4,3,2,4,3,2,4,3,3,4,4,4,5,5,5,6,6,4,4,4,5,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,26.00,34.00,21.00,26.00,10.00,10.00,14.00,1.00,1.00,8.00,9.00
5,Guangdong,0,4,1,3,1,4,2,1,1,0,1,0,3,4,4,4,4,3,4,3,3,3,4,3,3,3,2,2,2,2,4,1,2,4,2,2,2,2,3,3,5,2,3,6,4,6,4,4,4,4,4,2,2,1,2,4,2,1,1,4,1,2,2,2,2,2,2,1,4,1,2,1,25.00,27.00,17.00,25.00,12.00,14.00,15.00,0.50,1.00,8.00,8.00
6,Shaanxi,0,4,0,5,0,4,3,3,1,2,4,1,11,5,5,4,4,4,4,4,4,4,3,3,4,3,1,3,4,1,4,2,4,3,3,3,3,4,3,2,3,1,4,6,6,6,6,4,4,4,4,2,3,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,36.00,27.00,13.00,30.00,10.00,11.00,11.00,2.00,3.00,8.00,8.00
8,Shandong,0,2,1,1,1,4,4,5,4,2,2,4,17,3,5,5,3,5,5,5,2,3,2,3,1,2,4,3,3,2,4,3,3,3,3,3,2,3,2,3,5,4,2,6,6,6,6,3,3,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33.00,23.00,18.00,31.00,15.00,14.00,14.00,3.00,5.00,6.00,8.00
3,Shandong,0,3,1,5,1,2,2,3,12,11,12,12,50,3,4,4,3,4,4,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,3,3,2,3,2,2,2,3,2,6,5,6,6,2,2,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,30.00,22.00,11.00,29.00,14.00,11.00,14.00,11.75,3.00,4.00,7.00
3,Guangdong,0,3,1,4,1,2,2,1,12,1,12,5,31,3,3,2,3,3,2,3,2,3,2,2,2,3,1,4,4,2,2,1,2,3,3,3,2,4,2,2,5,3,2,6,5,6,3,4,4,5,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,30.00,20.00,16.00,25.00,7.00,9.00,11.00,7.50,1.00,8.00,9.00
4,Beijing,0,3,1,4,0,3,4,6,6,0,3,0,15,4,4,4,2,4,4,4,3,2,3,2,3,2,1,2,3,2,3,1,3,3,3,3,2,2,2,4,4,4,4,4,5,5,6,5,5,5,5,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,27.00,22.00,20.00,26.00,11.00,12.00,11.00,2.25,6.00,10.00,10.00
6,Guangdong,0,3,1,4,0,4,3,1,2,0,2,0,5,5,5,4,5,3,3,3,3,3,3,3,1,1,1,4,2,2,3,1,3,1,3,3,1,3,1,2,3,4,2,6,7,7,7,3,3,3,3,2,2,2,1,2,2,2,3,2,1,1,1,1,2,1,1,1,2,1,1,1,30.00,15.00,13.00,34.00,9.00,10.00,13.00,1.00,1.00,6.00,6.00
3,Jilin,0,3,1,4,1,4,5,1,3,2,4,1,11,5,4,4,5,4,4,4,3,4,3,3,1,3,2,2,1,3,4,1,4,3,4,3,2,2,2,3,4,4,2,6,6,6,6,4,2,4,4,1,2,2,1,1,1,1,1,2,1,2,3,1,2,1,1,1,2,2,1,1,31.00,23.00,17.00,30.00,8.00,10.00,12.00,2.50,1.00,6.00,8.00
4,Guangdong,0,3,1,1,0,4,1,5,7,2,2,1,17,5,4,2,2,3,1,2,3,2,1,3,1,1,1,2,1,1,5,1,1,5,1,1,1,2,1,1,2,2,2,5,4,4,4,2,2,4,1,1,1,3,1,4,2,1,2,1,4,3,3,4,3,2,2,2,1,2,2,3,20.00,16.00,10.00,21.00,22.00,10.00,15.00,3.00,5.00,4.00,5.00
3,Guangdong,0,3,0,5,1,3,2,2,5,1,2,5,15,4,4,4,4,4,4,3,5,4,3,3,4,5,4,3,2,5,3,1,2,5,2,1,4,2,5,3,3,5,3,6,4,4,4,4,4,4,4,2,2,1,1,4,2,1,2,4,3,2,2,2,2,2,3,1,2,2,2,1,25.00,41.00,18.00,21.00,15.00,14.00,14.00,3.25,2.00,8.00,8.00
2,Guangdong,0,3,1,5,1,2,3,12,5,8,9,7,41,3,5,5,3,3,4,4,2,3,2,3,3,2,1,3,1,1,3,1,4,2,4,4,1,3,2,4,5,4,4,6,6,6,6,4,4,5,4,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,32.00,17.00,19.00,29.00,9.00,12.00,14.00,7.25,12.00,8.00,9.00
5,Hebei,0,4,1,5,0,2,5,2,2,0,2,0,6,5,4,4,3,2,2,4,1,4,1,3,1,2,1,3,2,1,1,1,3,2,4,3,1,3,1,1,3,1,2,5,6,6,7,3,1,5,3,1,2,3,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,30.00,12.00,8.00,31.00,11.00,9.00,10.00,1.00,2.00,4.00,8.00
5,Guangdong,0,3,0,4,1,4,1,0,1,1,1,0,3,4,3,3,3,3,3,4,4,2,4,2,2,3,1,2,2,2,4,2,3,4,3,2,2,2,3,4,4,4,2,4,5,5,5,4,4,5,5,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,26.00,27.00,18.00,25.00,13.00,9.00,14.00,0.75,0.00,8.00,10.00
8,Guangxi,0,3,1,4,0,1,4,1,1,1,1,1,5,4,4,5,2,2,3,4,1,4,1,5,1,1,1,4,3,1,4,1,2,1,4,4,1,4,1,2,3,3,1,6,6,6,6,1,2,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,38.00,10.00,10.00,31.00,7.00,7.00,11.00,1.00,1.00,3.00,9.00
4,Jiangxi,0,3,1,5,1,4,5,1,1,1,1,1,5,3,4,4,4,3,3,3,2,2,1,2,1,1,1,2,2,1,3,1,3,1,3,4,1,4,1,3,4,3,1,7,7,7,7,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,28.00,11.00,13.00,35.00,7.00,7.00,8.00,1.00,1.00,2.00,10.00
3,Shaanxi,0,4,1,4,1,2,2,0,10,0,5,0,15,5,4,4,3,4,3,3,2,3,2,4,2,1,2,4,3,2,2,1,2,3,1,5,1,4,2,1,3,1,1,7,6,6,1,2,5,5,5,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,31.00,18.00,8.00,27.00,7.00,8.00,11.00,3.75,0.00,7.00,10.00
3,Guizhou,0,3,1,5,1,4,1,0,1,5,0,0,6,5,5,4,3,5,4,3,2,3,2,3,1,1,1,3,3,1,3,1,1,1,3,3,2,3,1,3,2,4,5,6,6,6,6,4,3,5,5,2,3,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,28.00,13.00,16.00,28.00,8.00,13.00,14.00,1.50,0.00,7.00,10.00
3,Shandong,0,4,1,5,1,4,2,0,2,1,2,5,10,5,5,4,4,4,4,4,4,3,4,3,2,4,3,3,3,4,4,2,3,4,3,3,4,2,4,4,4,5,4,6,6,6,7,4,4,5,5,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,1,1,2,1,1,1,31.00,35.00,21.00,31.00,9.00,13.00,13.00,2.50,0.00,8.00,10.00
3,Shandong,0,4,1,5,1,4,2,4,4,11,2,2,23,5,3,3,5,4,4,2,4,2,4,1,3,3,3,3,1,2,2,1,1,4,2,2,2,2,4,5,5,2,4,3,5,4,5,5,4,4,4,2,2,2,1,3,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,1,18.00,30.00,21.00,23.00,13.00,11.00,15.00,4.75,4.00,9.00,8.00
3,Guangdong,0,3,1,5,1,1,4,1,0,1,1,0,3,4,4,3,5,5,4,2,2,2,2,3,1,2,1,2,1,1,3,1,1,3,1,2,1,1,2,2,4,3,4,4,5,4,5,5,4,5,4,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,18.00,16.00,17.00,24.00,12.00,13.00,13.00,0.50,1.00,9.00,9.00
3,Shanxi,0,3,1,4,1,4,4,2,2,1,1,1,7,4,3,4,4,5,4,3,3,3,4,3,3,4,4,2,2,4,3,2,3,4,2,3,4,3,4,4,4,4,2,5,5,4,3,4,4,4,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,27.00,36.00,18.00,21.00,17.00,20.00,21.00,1.25,2.00,8.00,7.00
4,Hebei,0,3,1,5,1,3,5,2,2,2,2,2,10,3,4,3,5,4,4,3,3,2,3,4,3,2,2,4,4,3,4,4,4,4,3,4,4,4,2,3,3,2,1,5,5,5,7,3,3,4,3,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,36.00,30.00,12.00,27.00,12.00,10.00,12.00,2.00,2.00,6.00,7.00
5,Guangdong,0,3,1,3,0,2,2,0,1,0,1,1,3,4,4,4,3,4,4,4,2,3,2,3,2,1,1,3,2,3,4,1,3,3,3,3,1,3,1,2,5,3,2,6,6,6,6,4,4,5,4,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,31.00,17.00,14.00,30.00,8.00,9.00,12.00,0.75,0.00,8.00,9.00
4,Zhejiang,0,5,1,5,1,4,4,1,5,3,5,5,19,5,4,4,4,2,4,4,3,3,3,2,2,3,3,3,4,3,3,3,4,4,5,4,3,2,4,5,5,5,5,6,6,6,5,5,5,4,5,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,34.00,31.00,24.00,28.00,12.00,12.00,14.00,4.50,1.00,10.00,9.00
7,Jiangxi,0,2,1,5,1,1,1,3,2,1,1,0,7,2,5,3,2,2,2,4,2,4,2,4,2,2,2,4,4,2,4,2,4,3,4,4,2,4,2,2,2,2,2,6,6,6,6,2,2,4,4,2,2,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,40.00,21.00,10.00,31.00,7.00,9.00,12.00,1.00,3.00,4.00,8.00
3,Jiangxi,0,4,1,5,0,1,4,1,3,0,1,2,7,4,4,4,4,4,4,4,2,2,2,3,1,1,1,3,1,1,3,1,2,1,3,1,1,1,1,2,4,4,3,6,6,6,6,3,2,5,5,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,2,1,3,1,1,1,23.00,12.00,15.00,31.00,12.00,11.00,15.00,1.50,1.00,5.00,10.00
4,Shandong,0,3,1,4,1,4,2,0,12,11,2,12,37,4,4,3,2,3,4,2,4,2,4,2,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,5,2,2,4,4,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,21.00,26.00,10.00,32.00,9.00,10.00,10.00,9.25,0.00,4.00,8.00
4,Hubei,0,4,1,5,1,4,2,1,0,1,1,12,15,5,5,4,3,5,4,4,4,3,5,3,1,3,5,4,2,4,2,1,3,4,4,2,4,2,4,3,4,4,3,6,6,6,5,4,4,5,4,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,29.00,35.00,18.00,29.00,8.00,9.00,10.00,3.50,1.00,8.00,9.00
3,Hunan,0,4,1,5,1,2,4,1,3,2,0,0,6,4,3,3,4,4,5,4,3,4,4,3,4,2,4,3,5,3,4,2,5,4,5,3,3,4,3,4,4,1,3,7,7,6,6,4,4,5,5,2,2,3,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,40.00,32.00,14.00,28.00,12.00,12.00,14.00,1.25,1.00,8.00,10.00
3,Tianjin,0,3,1,4,1,4,2,12,12,11,0,0,35,5,5,5,1,5,5,4,2,4,2,1,1,1,1,1,3,1,1,1,5,1,4,2,1,1,1,1,2,4,1,4,3,5,2,1,2,4,4,2,1,2,1,4,2,1,4,4,2,2,2,3,4,2,2,1,1,1,1,1,26.00,12.00,10.00,16.00,15.00,11.00,17.00,5.75,12.00,3.00,8.00
4,Zhejiang,0,4,1,2,0,2,4,1,2,1,4,0,8,4,4,2,3,4,2,4,4,2,3,3,1,2,1,2,3,2,2,1,2,4,2,2,2,3,3,2,2,2,4,2,2,3,2,4,4,4,4,2,1,1,1,3,2,2,4,3,3,2,2,2,3,2,2,1,1,3,2,2,25.00,23.00,13.00,16.00,14.00,14.00,16.00,1.75,1.00,8.00,8.00
4,Zhejiang,0,4,0,4,1,4,2,2,12,1,4,5,24,5,5,4,4,3,3,4,4,3,2,3,1,5,2,3,1,2,5,1,3,4,5,4,1,3,5,2,4,5,4,4,6,6,6,4,4,5,5,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,34.00,27.00,20.00,25.00,11.00,13.00,14.00,5.50,2.00,8.00,10.00
3,Yunnan,0,3,1,5,1,2,2,4,0,0,1,2,7,3,3,3,3,3,3,4,4,3,4,3,3,3,2,2,2,3,4,2,3,4,3,3,3,3,3,4,2,2,2,5,5,5,6,3,3,4,4,1,3,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,30.00,31.00,13.00,27.00,9.00,11.00,9.00,0.75,4.00,6.00,8.00
5,Jiangsu,0,3,1,4,0,2,4,5,4,2,3,3,17,2,3,2,2,1,1,3,2,3,3,3,3,3,3,3,1,1,1,2,2,3,2,2,3,4,3,2,2,3,2,2,2,3,2,2,3,2,4,2,3,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,24.00,26.00,12.00,14.00,10.00,11.00,12.00,3.00,5.00,5.00,6.00
1,Beijing,0,2,1,5,1,4,5,3,3,2,2,1,11,4,4,3,2,4,4,4,2,4,1,4,2,2,2,4,4,3,3,3,4,2,4,4,1,4,1,1,3,1,1,7,7,7,7,2,2,4,4,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,39.00,19.00,7.00,35.00,12.00,10.00,13.00,2.00,3.00,4.00,8.00
3,Yunnan,0,4,1,5,0,4,2,1,2,1,1,1,6,5,5,5,4,3,3,3,2,3,3,3,3,2,1,3,3,2,4,2,3,3,4,4,2,3,3,4,4,4,4,5,6,6,5,5,4,5,5,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,33.00,23.00,20.00,28.00,12.00,10.00,13.00,1.25,1.00,9.00,10.00
5,Hubei,0,4,1,5,1,4,5,12,12,11,12,12,59,5,4,5,4,5,5,4,4,3,3,3,3,2,2,3,4,3,5,2,5,3,5,3,3,4,2,5,5,2,2,6,6,6,6,4,4,5,4,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,39.00,27.00,16.00,31.00,8.00,9.00,12.00,11.75,12.00,8.00,9.00
4,Shandong,0,4,1,5,0,4,3,5,5,4,5,1,20,5,5,4,4,4,5,4,4,3,5,2,2,5,4,2,3,5,3,1,3,5,3,5,5,3,5,4,5,5,4,4,1,4,3,5,5,5,5,2,1,1,2,1,4,2,1,2,1,3,2,3,2,1,1,1,3,3,3,1,31.00,41.00,23.00,19.00,9.00,14.00,17.00,3.75,5.00,10.00,10.00
8,Guangdong,0,4,1,5,1,2,3,1,1,0,2,2,6,5,4,3,5,3,5,3,1,3,1,3,1,2,1,3,3,1,4,1,1,1,3,3,1,4,1,1,4,4,2,3,6,4,7,3,4,2,3,2,2,1,1,3,2,1,3,3,1,2,3,2,2,2,2,1,2,1,1,1,30.00,11.00,13.00,27.00,11.00,11.00,16.00,1.25,1.00,7.00,5.00
6,Guangdong,0,3,1,4,1,2,2,1,1,1,1,1,5,4,4,3,3,3,3,3,2,2,3,2,2,3,1,3,3,2,4,2,3,2,3,3,2,3,3,3,2,3,2,5,7,6,6,4,4,5,5,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,29.00,22.00,14.00,30.00,11.00,12.00,12.00,1.00,1.00,8.00,10.00
3,Sichuan,0,3,1,5,0,2,2,5,5,1,2,4,17,4,3,3,3,3,4,4,2,3,3,3,2,3,1,4,3,2,3,2,3,2,4,3,2,4,4,2,4,5,4,6,7,7,6,4,4,5,5,2,3,1,1,2,2,1,1,1,1,2,2,2,3,2,1,1,1,2,2,2,34.00,23.00,18.00,30.00,10.00,12.00,13.00,3.00,5.00,8.00,10.00
5,Henan,0,1,1,5,1,4,2,0,1,1,1,0,3,4,4,5,2,4,5,4,1,4,1,4,1,4,1,4,4,1,4,1,2,2,3,3,1,4,4,3,5,5,2,6,6,6,3,4,3,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,36.00,17.00,19.00,28.00,8.00,8.00,7.00,0.75,0.00,7.00,10.00
5,Guangdong,0,3,1,4,0,4,5,3,3,2,1,2,11,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,4,2,2,4,5,4,5,4,4,4,5,1,2,1,1,3,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,20.00,20.00,14.00,25.00,10.00,11.00,9.00,2.00,3.00,8.00,9.00
4,Beijing,0,4,1,5,0,1,2,1,4,1,1,1,8,3,4,4,4,5,5,3,2,4,1,4,3,3,1,4,3,3,5,1,3,3,4,3,2,4,3,3,5,5,5,7,7,7,7,3,2,5,3,2,2,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,1,2,1,37.00,22.00,23.00,35.00,7.00,10.00,13.00,1.75,1.00,5.00,8.00
5,Hunan,0,3,1,4,1,4,2,4,4,5,3,7,23,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,30.00,30.00,12.00,17.00,11.00,11.00,12.00,4.75,4.00,6.00,6.00
2,Henan,0,3,1,1,1,4,2,0,12,4,12,0,28,5,4,4,5,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,1,3,3,3,3,3,3,6,6,7,6,3,3,5,5,2,1,1,1,2,2,1,1,3,1,2,2,2,2,1,1,1,2,2,1,1,31.00,28.00,15.00,31.00,9.00,10.00,13.00,7.00,0.00,6.00,10.00
3,Zhejiang,0,3,1,4,0,4,3,2,2,1,2,2,9,5,4,4,4,4,4,3,4,3,4,2,2,4,3,2,2,3,3,1,3,3,3,4,3,3,2,3,3,2,4,4,4,4,4,4,4,5,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,28.00,29.00,15.00,21.00,13.00,12.00,14.00,1.75,2.00,8.00,9.00
5,Zhejiang,0,5,1,4,1,4,1,1,3,1,2,1,8,5,5,3,5,4,3,4,5,1,4,1,1,3,3,1,1,4,4,1,1,4,3,4,3,1,3,3,5,5,5,6,6,6,6,4,2,5,5,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,21.00,31.00,23.00,30.00,8.00,11.00,9.00,1.75,1.00,6.00,10.00
3,Hubei,0,5,1,5,0,3,2,12,12,11,3,3,41,4,4,4,4,2,3,2,3,2,3,2,1,3,2,2,2,2,3,2,2,4,2,2,3,2,3,4,4,5,5,4,5,5,5,4,4,5,5,2,2,2,1,3,1,1,3,1,1,2,2,2,1,2,2,1,1,2,3,1,21.00,26.00,22.00,24.00,12.00,12.00,12.00,7.25,12.00,8.00,10.00
3,Guangxi,0,4,1,5,1,4,5,12,12,1,2,5,32,5,5,5,2,4,3,4,2,3,3,4,1,2,2,3,2,3,4,1,2,2,4,2,4,2,2,2,4,2,4,7,6,6,5,3,3,5,5,3,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,30.00,22.00,16.00,31.00,8.00,9.00,12.00,5.00,12.00,6.00,10.00
4,Jiangxi,0,2,1,4,1,2,2,1,0,0,1,1,3,5,3,4,5,4,4,3,1,3,1,3,1,1,2,2,2,1,4,1,4,3,3,2,1,3,2,3,3,1,2,5,5,5,5,3,2,4,5,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,29.00,14.00,13.00,26.00,7.00,9.00,8.00,0.50,1.00,5.00,9.00
4,Shanghai,0,3,1,4,1,4,5,4,4,1,4,1,14,4,4,4,4,3,3,3,2,4,2,4,1,1,1,4,4,1,2,1,3,1,4,3,1,3,1,2,2,2,2,6,6,6,6,1,1,5,3,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,34.00,12.00,10.00,31.00,9.00,12.00,13.00,2.50,4.00,2.00,8.00
5,Guangdong,0,2,1,5,0,2,4,7,7,6,10,6,36,4,3,3,4,4,4,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,4,3,3,5,4,4,4,4,4,4,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,29.00,23.00,16.00,21.00,11.00,12.00,14.00,7.25,7.00,8.00,8.00
